区域号	区域类型	X坐标	Y坐标	Z坐标	线段类型	圆心X	圆心Y	圆心Z	节点	节点X坐标	节点Y坐标	Z坐标	
0	0	7275.3	7264	420	1	0	0	0	0	0	0	0	0
0	0	7275.3	6734	420	1	0	0	0	0	0	0	0	0
0	0	7235.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C504	1	4170.3	6804	420	1	0	0	0	C504D1	4170.3	6854	420	5
0	0	4170.3	6734	420	1	0	0	0	C504D2	4170.3	7754	420	5
0	0	4770.3	6734	420	1	0	0	0	0	0	0	0	0
0	0	4770.3	7859.7	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	7859.7	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	7804	420	3	0	0	0	0	0	0	0	0
0	0	4170.3	7704	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	6904	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C503	1	4170.3	7904	420	1	0	0	0	C503D1	4170.3	7954	420	5
0	0	4170.3	7859.7	420	1	0	0	0	C503D2	4170.3	8874	420	5
0	0	4770.3	7859.7	420	1	0	0	0	0	0	0	0	0
0	0	4770.3	8965.5	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	8965.5	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	8924	420	3	0	0	0	0	0	0	0	0
0	0	4170.3	8824	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	8004	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C502	1	4170.3	9024	420	1	0	0	0	C502D1	4170.3	9074	420	5
0	0	4170.3	8965.5	420	1	0	0	0	C502D2	4170.3	11094	420	5
0	0	4770.3	8965.5	420	1	0	0	0	0	0	0	0	0
0	0	4770.3	11275	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	11275	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	11144	420	3	0	0	0	0	0	0	0	0
0	0	4170.3	11044	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	9124	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C501	1	4170.3	11614	420	1	0	0	0	C501D1	4170.3	11664	420	5
0	0	4170.3	11275	420	1	0	0	0	0	0	0	0	0
0	0	4770.3	11275	420	1	0	0	0	0	0	0	0	0
0	0	4770.3	11879	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	11879	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	11714	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5C2	2	3930.3	6734	420	1	0	0	0	C504D1	4170.3	6854	420	5
0	0	3930.3	11369	420	3	0	0	0	C504D2	4170.3	7754	420	5
0	0	4170.3	11369	420	3	0	0	0	C503D1	4170.3	7954	420	5
0	0	0	0	0	0	0	0	0	C503D2	4170.3	8874	420	5
0	0	0	0	0	0	0	0	0	C502D1	4170.3	9074	420	5
0	0	0	0	0	0	0	0	0	C502D2	4170.3	11094	420	5
0	0	0	0	0	0	0	0	0	C5P04	4050.3	6734	420	5
0	0	0	0	0	0	0	0	0	C5P15	4050.3	11369	420	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5C17	2	3930.3	11369	420	1	0	0	0	C5P15	4050.3	11369	420	5
0	0	3930.3	11634	420	1	0	0	0	C5P16	4050.3	11634	420	5
0	0	4170.3	11634	420	1	0	0	0	C5P05	3930.3	11501.5	420	5
0	0	4170.3	11369	420	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5C18	2	3930.3	11634	420	1	0	0	0	C5P16	4050.3	11634	420	5
0	0	3930.3	11879	420	1	0	0	0	C501D1	4170.3	11664	420	5
0	0	4170.3	11879	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	11634	420	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5C8	2	600	0	420	1	0	0	0	D520D1	600	112	420	5
0	0	600	273	420	1	0	0	0	D5P01	834	118.5	420	5
0	0	834	273	420	1	0	0	0	D5P08	717.3	237	420	5
0	0	834	0	420	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5E6	1	1925.3	6164	420	1	0	0	0	0	0	0	0	0
0	0	1925.3	6484	420	3	0	0	0	0	0	0	0	0
0	0	1925.3	6644	420	1	0	0	0	0	0	0	0	0
0	0	1925.3	6734	420	1	0	0	0	0	0	0	0	0
0	0	3930.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	3930.3	6164	420	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5E7	1	4170.3	6734	420	1	0	0	0	0	0	0	0	0
0	0	4585.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	4585.3	6164	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	6164	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5E8	1	3930.3	6164	420	3	0	0	0	0	0	0	0	0
0	0	3930.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	4170.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	4170.3	6164	420	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5E9	1	4585.3	6734	420	1	0	0	0	0	0	0	0	0
0	0	4825.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	4825.3	6164	420	3	0	0	0	0	0	0	0	0
0	0	4585.3	6164	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
D5E10	1	4825.3	6734	420	1	0	0	0	0	0	0	0	0
0	0	5820.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	5980.3	6734	420	1	0	0	0	0	0	0	0	0
0	0	7075.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	7235.3	6734	420	1	0	0	0	0	0	0	0	0
0	0	8255.3	6734	420	3	0	0	0	0	0	0	0	0
0	0	8255.3	6164	420	1	0	0	0	0	0	0	0	0
0	0	4825.3	6164	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5E2	1	1881.3	11369	420	1	0	0	0	0	0	0	0	0
0	0	1881.3	11421.5	420	3	0	0	0	0	0	0	0	0
0	0	1881.3	11581.5	420	1	0	0	0	0	0	0	0	0
0	0	1881.3	11634	420	1	0	0	0	0	0	0	0	0
0	0	3930.3	11634	420	1	0	0	0	0	0	0	0	0
0	0	3930.3	11581.5	420	3	0	0	0	0	0	0	0	0
0	0	3930.3	11421.5	420	1	0	0	0	0	0	0	0	0
0	0	3930.3	11369	420	1	0	0	0	0	0	0	0	0
0	0	3360.3	11369	420	3	0	0	0	0	0	0	0	0
0	0	3180.3	11369	420	1	0	0	0	0	0	0	0	0
0	0	2780.3	11369	420	3	0	0	0	0	0	0	0	0
0	0	2600.3	11369	420	1	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
C5E3	1	3930.3	11634	420	1	0	0	0	0	0	0	0	0
0	0	3930.3	11879	420	1	0	0	0	0	0	0	0	0
0	0	4170.3	11879	420	3	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0
